time,beta,Ca,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased,a
14,0.27559169701167513,0.4250000119209289,69.72833333333332,0.0853016736608291,0.043118062526202594,0.0165229879247387,0.030562963338089895,0.002366827835854,0.0003258903599868003,0.0018257418653170002,0.0005154762573163453,0.0011402607160945,1
15,0.2744058072566986,0.4250000119209289,69.65004127966976,0.10965671031467639,0.0554535888419921,0.0212463164747803,0.0393207867349753,0.003045042843026,0.00040990056391224897,0.0023471537610691,0.0005647341115063804,0.0014548027503106,0
16,0.2744058072566986,0.4250000119209289,69.54948335913312,0.140890158386545,0.0712966241826703,0.0273073770780923,0.050570206302607,0.003916209942292699,0.0005191351730141969,0.0030180391167950998,0.0006269248867920678,0.0018592212271514,1
17,0.26863204155649456,0.4250000119209289,69.42043666150671,0.18089945790199272,0.09162723001926891,0.0350774935475318,0.0650101082785084,0.0050344514797588,0.0006605876217930391,0.0038806629476159,0.0007058938934827091,0.0023792401678911002,1
18,0.25083819244589123,0.4250000119209289,69.2549967750258,0.232067397425664,0.11768802985318272,0.045025040790884104,0.08352850222120069,0.0064685361722424,0.0008432126020619,0.004989030836043901,0.0008065544636253999,0.0030478448149340994,1
19,0.23387997916766573,0.4250000119209289,69.04317530959753,0.29737692944159555,0.15104826904548802,0.0577385347128158,0.1072489685121579,0.0083054745480246,0.0010784403187813,0.0064119735418578004,0.0009351855731719,0.003907288629080701,1
20,0.218068248459271,0.4250000119209289,68.7724129256966,0.3805240986197107,0.1936778865534698,0.0739516654472229,0.1375859367441464,0.0106548010921573,0.0013808062448095002,0.0082369252648759,0.0010998046016787,0.0050116066002621005,1
21,0.20504777559212273,0.4250000119209289,68.42705946852426,0.4860303137496773,0.2480306644656215,0.0945695440491159,0.17630826117453519,0.013653498158488798,0.0017687208020155001,0.0105745239572748,0.0013106364633025998,0.0064297823910861,1
22,0.2032848298549652,0.4250000119209289,67.98774122807018,0.6193493715331524,0.31713333303099167,0.1206951343705653,0.2256084468121126,0.0174713563082508,0.0022653780682286998,0.0135640383504858,0.001580694609997,0.0082496629681501,0
23,0.2032848298549652,0.4250000119209289,67.43082881836945,0.7869009811983999,0.40466862382288427,0.1536471837912793,0.28817270694256303,0.0223164000771975,0.0028998019254857003,0.017379611461154902,0.0019264936299513,0.010582762443613,1
24,0.2004238430942808,0.4250000119209289,66.72793988648091,0.996025320078689,0.515038079890673,0.1949648024300178,0.367240762464525,0.0284395140341804,0.0037079995532273,0.022237078309427803,0.0023689104282939,0.013570058092366898,1
25,0.1876930828605379,0.4250000119209289,65.84570949432405,1.254752301825335,0.6533772131385445,0.2463840808218842,0.4666391082543212,0.0361370254374876,0.0047341396146756,0.0284009189034882,0.0029342036055334,0.0173888418475168,1
26,0.1750038691929408,0.4250000119209289,64.74606424148607,1.5712705592105263,0.8254774574303401,0.3097650177978261,0.5907591286925951,0.045749007186653104,0.0060316132662585,0.0361904050592787,0.0036551855223094,0.022260573065317698,1
27,0.1631725260189601,0.4250000119209289,63.38729489164086,1.9530133352683174,1.0375578076625385,0.3869466095443108,0.744437836606682,0.05765004570393081,0.0076637148389626,0.0459833569915422,0.0045725165604312,0.028459515487938198,1
28,0.1527811288833618,0.4250000119209289,61.72632159442725,2.405174571884675,1.2958091460268313,0.479499035531153,0.9326880462300049,0.0722283349760541,0.0097035580252221,0.05821512039231779,0.0057360433572582,0.0363216136385162,1
29,0.15059711039066312,0.4250000119209289,59.72257933436532,2.9286436967879252,1.6056289505933952,0.5883482034878091,1.160210641205495,0.08984792734939351,0.0122326507410886,0.0733692999840764,0.007206041554548101,0.0462526467464039,0
30,0.15059711039066312,0.4250000119209289,57.34367389060887,3.5174157072368417,1.970490780605005,0.7132709300825592,1.4306318933823527,0.1107896374524313,0.015337412768226701,0.09195584481222549,0.009054143883987299,0.0587340779496416,1
31,0.14932120697838916,0.4250000119209289,54.572718653250774,4.155871992711559,2.390453511996904,0.852298287941821,1.7454388786764707,0.1351686233189818,0.0191028367427353,0.1144717328491838,0.0113636088494295,0.0743243080666679,1
32,0.1404438998017992,0.4250000119209289,51.41640737874098,4.816692466460268,2.8604588332043344,1.0011412075109647,2.1026682025606296,0.1628328299350165,0.023602647023549996,0.1413404277726712,0.014228509011282899,0.09365242941337691,1
33,0.13094902251447946,0.4250000119209289,47.91204334365325,5.4605218814499485,3.3687486696981424,1.1528335328786117,2.495536151960784,0.19325692160087693,0.0288858051122891,0.17282937316579558,0.0177513509933422,0.1174011016310304,1
34,0.12209605638469966,0.4250000119209289,44.13107520639835,6.038567788957688,3.8959386690531477,1.2978469467556757,2.911359246001032,0.2254587173068237,0.034960191409777,0.20895101667311639,0.022038663661393502,0.1462755654790695,1
35,0.11400019590343742,0.4250000119209289,40.17670794633643,6.498727828302373,4.415368775799793,1.4249006304824559,3.3312491937564497,0.2579754544190205,0.041775758347643806,0.2493616365131575,0.0271943259854308,0.18095722777186501,1
36,0.11156508326530448,0.4250000119209289,36.174386609907124,6.79453302373581,4.895189144736841,1.5225079011867901,3.7310475925567594,0.2889362498185948,0.049210821098587106,0.2932808090855583,0.0333107912675757,0.2220430690265412,0
37,0.11156508326530448,0.4250000119209289,32.25646059081527,6.894694030572754,5.302171858875129,1.5810032491615065,4.083723071465428,0.31624775763512625,0.057066076571973,0.3394596757288438,0.0404588716268781,0.26997597394220796,1
38,0.11109090702874314,0.4250000119209289,28.54451625386997,6.790091750515995,5.606584994195046,1.5945076673761607,4.362997653831269,0.33787504434339505,0.0650706048892622,0.3862233939628479,0.0486776963303822,0.32497696662957903,1
39,0.10508905031851357,0.4250000119209289,25.134501096491228,6.495632014318885,5.786898864809081,1.5621707099780702,4.547421794375645,0.35215705926696306,0.072900937358907,0.4315935554937431,0.057966105143228905,0.3869879849554951,1
40,0.09798438102006911,0.4250000119209289,22.088102425180598,6.046317160087719,5.833044698142415,1.4882673624548501,4.623846144543344,0.358075456333849,0.0802116905818656,0.47348065418601615,0.068277523013214,0.4556398751934983,1
41,0.09136003255844109,0.4250000119209289,19.431747613519097,5.489175777218782,5.747380272832818,1.3811363196594426,4.589333438144995,0.3554027791215167,0.0866721932142509,0.5099104061855003,0.0795194397917468,0.5302525104408536,1
42,0.0851835278528077,0.4250000119209289,17.16178857069143,4.873972563531991,5.543294069272445,1.2513746049406602,4.451061742131063,0.3446948821675048,0.0920017112519346,0.5392381502354229,0.09155783386545391,0.6098689451109389,1
43,0.08264944702386849,0.4250000119209289,15.252983262383903,4.2454718540376675,5.2421129224716205,1.1098979194885188,4.224425591782765,0.32714393261416386,0.0959964464815527,0.5603095017817981,0.104225828566418,0.6933185186081007,0
44,0.08264944702386849,0.4250000119209289,13.667420343137255,3.638748589073787,4.8693102586429315,0.9663847535313465,3.9300248726135187,0.3043452344959362,0.0985440463448945,0.5725416324013154,0.117335159726925,0.7792980440531473,1
45,0.0825319641402789,0.4250000119209289,12.362011900154798,3.0776475022574816,4.450944675567596,0.8283617131062949,3.5903999371130033,0.2780443126572172,0.09962468228965068,0.5759217228215296,0.13068870583800918,0.8664597140254124,1
46,0.07863430785281311,0.4250000119209289,11.293773864809083,2.575603674858101,4.01092847007224,0.7009276335945561,3.2272119291795662,0.2499186550648217,0.0993010800640153,0.5709364065321849,0.144092382661329,0.9534926873710006,1
47,0.07331814297607961,0.4250000119209289,10.42299245356037,2.1377262319401447,3.5693439193111454,0.5869454808033406,2.859267688983488,0.22142468274316263,0.09770100155604981,0.5584577921423503,0.1573650927784762,1.0391907330366352,1
48,0.06836138452802383,0.4250000119209289,9.714733536506708,1.7632444248258512,3.141727699303405,0.4874888486438981,2.5014681090363777,0.1937163216952073,0.094996670466089,0.539611713106295,0.1703462412925693,1.1225006046826622,1
49,0.06373973031129153,0.4250000119209289,9.139248500386998,1.4477357053018571,2.7390933791279672,0.4023596733101133,2.164547012061403,0.1676248065015476,0.09138444615099289,0.5156505528815142,0.18290016890802338,1.202550793343653,1
50,0.06122821569442739,0.4250000119209289,8.671744952915375,1.1848787611261606,2.368416134545923,0.33056364486584067,1.8553678486197107,0.14368164440426628,0.0870672475147541,0.4878451579027989,0.19491829981375738,1.2786622202334876,0
51,0.06122821569442739,0.4250000119209289,8.291844927115584,0.9676849119582042,2.033347200722394,0.2706870001289986,1.5775343459752322,0.1221659128289469,0.08224090355714621,0.45740230343782223,0.2063190497210394,1.3503446892737356,0
52,0.06122821569442739,0.4250000119209289,7.982945127063982,0.789275580092234,1.734984600748194,0.2211643945715619,1.3321212267801854,0.10316086398066589,0.0770846447388573,0.4254092089138283,0.2170461151154538,1.4172820320562434,1
53,0.05883918755820816,0.4250000119209289,7.731584994195046,0.6433182414618805,1.4725912466137767,0.18045076069078916,1.1183883695336683,0.0866091752027698,0.0717554762833378,0.3928021347313593,0.22706587816047438,1.4793120525348293,1
54,0.05486129543610976,0.4250000119209289,7.526881933694529,0.524226056582172,1.2442072307952785,0.1471193056529762,0.9344035007094942,0.07236119005579171,0.06638562465230709,0.3603544700158021,0.23636422455495318,1.5364022187822495,1
55,0.05115233202065738,0.4250000119209289,7.360040957172342,0.42720945501967195,1.0471377749290502,0.1199075301635864,0.7775416021671822,0.060213641943208,0.061082324017188806,0.3286789497871513,0.24494316990776527,1.588624931469298,1
56,0.04769411842737874,0.4250000119209289,7.223958172084623,0.3482411545004512,0.878320272187822,0.09773007923358461,0.644859582607714,0.0499386007743965,0.0559292019902118,0.2982391968403312,0.25281752138561,1.636134001709236,1
57,0.04542410160814011,0.4250000119209289,7.112886513157894,0.2839813641842424,0.734587142834107,0.0796724175767138,0.533358795512448,0.041303860848409694,0.050988621509972895,0.2693669426035213,0.26001187697529643,1.6791435073206915,1
58,0.045358978211879696,0.4250000119209289,7.022174035732714,0.2316851623976067,0.6128426938209491,0.064974614665973,0.4401569504240838,0.034086214898171104,0.0463045096225165,0.24228137950286976,0.2665580278678081,1.7179090476651182,0
59,0.045358978211879696,0.4250000119209289,6.9480484874871005,0.1891106755716263,0.5101744509481422,0.0530111760473099,0.36259000701431865,0.028079352127877998,0.0419052782245707,0.21710878795391483,0.272492499415473,1.7527120218975747,1
60,0.04402722045779223,0.4250000119209289,6.8874477554179565,0.15443350178784482,0.42391566289344645,0.043270593727828,0.2982636562540308,0.0230978532127795,0.037806701975094906,0.19390127144607822,0.2778548630595328,1.7838471321916922,1
61,0.041050708187477906,0.4250000119209289,6.837884900670796,0.1261725855021282,0.3516737162587069,0.03533624639205969,0.2450704606472521,0.0189785144597258,0.0340144844173276,0.1726534483036632,0.2826860709333071,1.811612245227038,1
62,0.03827542705195286,0.4250000119209289,6.7973340750774,0.10312755352449329,0.29133527285297306,0.0288697775574042,0.2011847320651119,0.015579957282948802,0.030526574984177098,0.15331681037957912,0.28702727925051574,1.8363015189628482,1
63,0.035687770162309854,0.4250000119209289,6.764147236197111,0.084324613557388,0.24105637305292146,0.023596632320691,0.16504439882449648,0.012781212711235501,0.0273351093367032,0.1358119628402344,0.2909190143471036,1.8581989526896283,1
64,0.03374797478318213,0.4250000119209289,6.736979569788441,0.0689743315989016,0.1992438821231614,0.019294134716746097,0.1353257148356871,0.010479766089849398,0.024428059643882002,0.12003861150751391,0.29440037903524857,1.8775748194014446,1
65,0.0336027555167675,0.4250000119209289,6.714733939628483,0.0564361427393734,0.16453224520688178,0.0157816935914215,0.11091543286208361,0.0085894083312419,0.0217905538616038,0.1058834363309464,0.2975086973522959,1.894683267221362,0
66,0.0336027555167675,0.4250000119209289,6.696515657249742,0.0461899688689206,0.13575855550382132,0.0129127308753988,0.0908829828189497,0.0070380741745323,0.019405934242271803,0.093226367489841,0.3002791769462717,1.9097605859778117,1
67,0.03289571989859851,0.4250000119209289,6.681592572884417,0.0378134189916713,0.11193788825665921,0.010568270373270301,0.07445423295500321,0.005765814294017499,0.0172565980641584,0.0819452729436754,0.3027446243711298,1.9230245420536636,1
68,0.03071674944034641,0.4250000119209289,6.6693669375645,0.030962712432577498,0.0922398504015089,0.0086516293898699,0.0609876659853905,0.0047229490093152,0.0153246334930196,0.07191948007872931,0.3049355559452397,1.934674640415376,1
69,0.028640107384749775,0.4250000119209289,6.659350732069144,0.0253577897866072,0.07596687560972139,0.007084116822548401,0.049953222127152405,0.0038684302094794,0.0135922916754846,0.0630322574265106,0.3068800339831653,1.9448923463299792,1
70,0.02670385901417047,0.4250000119209289,6.651142447110423,0.0207709889761309,0.0625348870402391,0.0058016991393852,0.0409139570584603,0.0031684199157019,0.0120423320695461,0.055172580841032694,0.30860373734197605,1.9538417505159953,1
71,0.025397264088193535,0.4250000119209289,2.8483542150412795,0.0077096080484773,0.023287213052881398,0.0021531925260465,0.0151838707702447,0.0011758548827116,0.0047281937259637,0.0214716829628643,0.1327367332623838,0.8398177889576883,1
72,0.5,0.6000000238418579,69.99310500515996,0.0034950945670140995,0.0019766366641708,0.00041662056010574014,0.00016123889523516992,1.2486509294455759e-05,0.00017076815121929218,0.0001704527546869835,0.00022672298891994607,1.1239335463758101e-05,0
73,0.5,0.6000000238418579,69.99073722910217,0.0038605758304809,0.0023396305009428,0.0007233580027323536,0.0006829846188255913,5.2891042702461297e-05,0.00015074656597724025,0.00015575414594604995,0.00024831395892289894,3.5782204508412365e-05,0
74,0.5,0.6000000238418579,69.98725877192983,0.0049242573945758004,0.0027912757960141,0.0009467806191141,0.0012743397172387,9.868619857803834e-05,0.00013527905485824414,0.0001557669206546433,0.0002675195498117106,5.921747416288614e-05,1
75,0.48049080797604155,0.6000000238418579,69.98250257997937,0.0065225958258248,0.0034486107683522997,0.0012409532525341001,0.001929988585512,0.00014946034941264841,0.00012398250823911623,0.00016960642040083406,0.0002849264878114557,8.370675292669557e-05,1
76,0.44800665974617004,0.6000000238418579,69.97611842105263,0.008703299838322501,0.0043899640456313005,0.0016469169474974,0.0027211161516027,0.00021072612089269302,0.00011668684312802718,0.00019754013409924582,0.00030108151667135297,0.00011134521880016977,1
77,0.4177186403955732,0.6000000238418579,69.96758836429308,0.011622668444433302,0.0057000229307000005,0.0021960733451091,0.0037283580295807,0.00028872799455073844,0.00011351994562690349,0.00024151858899615496,0.00031652847679775937,0.00014439644582254355,1
78,0.38947827901159016,0.6000000238418579,69.95620033539731,0.0155171792548997,0.0074894774193854,0.0029314605665647,0.0050430577359821,0.0003905397155336551,0.00011489977408488838,0.0003051226722197636,0.00033184795556791795,0.0001855427537294118,1
79,0.370940910918372,0.6000000238418579,69.94099780701755,0.020710591728595903,0.0099076859796007,0.0039130081161007,0.006778020711136701,0.0005248970439190465,0.00012155533698075081,0.00039369285414216445,0.0003476972058338524,0.0002381391963230444,1
80,0.3704091012477875,0.6000000238418579,69.92071723426213,0.0276359405360104,0.013156357520135602,0.0052221188382832,0.0090793851334731,0.0007031171068439914,0.0001345860109240647,0.0005146947167852222,0.00036485562752643975,0.0003065050767794236,0
81,0.3704091012477875,0.6000000238418579,69.89366550567595,0.0368693818051991,0.017506624267073702,0.0069679612198109,0.012139913206621701,0.0009401275646572,0.00015555808418675474,0.0006783110241646777,0.00038428051183836377,0.00039628779309944966,1
82,0.35953375697135925,0.6000000238418579,69.8575948142415,0.0491726801097696,0.0233197764740144,0.0092948723823536,0.0162148425847258,0.0012556943411179,0.00018664156812386369,0.0008982769500603,0.00040717876363464923,0.0005149347543470385,1
83,0.3352270594664982,0.6000000238418579,69.8095117389061,0.0655652378267298,0.0310782427241555,0.012395696019978399,0.021642801857584798,0.0016760413737732002,0.00023079434415504294,0.0011929997915574,0.0004351000298656546,0.000672313013066883,1
84,0.312563636473247,0.6000000238418579,69.74544053147575,0.0873894577105099,0.04142327843066661,0.0165256614409483,0.028873578554828198,0.0022360003917208,0.00029201133578431377,0.0015870699769322,0.00047005850710243885,0.0008815253802002,1
85,0.29143240622111727,0.6000000238418579,69.66011029411764,0.1164215661079395,0.0552057376070285,0.022022686496730302,0.0385035401650377,0.0029817548501844,0.00037565456209291,0.0021132579799527,0.0005146935849735981,0.0011599923262774002,1
86,0.27559169701167513,0.6000000238418579,69.54655830753353,0.1549991937564496,0.0735509441363919,0.0293322227958307,0.0513219559770862,0.0039744258443634,0.0004888882750205088,0.0028151432427087,0.0005724819427427246,0.0015308814152104,1
87,0.2744058072566986,0.6000000238418579,69.39558823529411,0.2061897156580555,0.09794371361825961,0.0390403588514452,0.0683710195503979,0.005294722880864199,0.0006412494440934003,0.0037505570481555996,0.0006480165605574569,0.0020249950578212,0
88,0.2744058072566986,0.6000000238418579,69.19513867389061,0.2739821149985486,0.13033427361487332,0.0519131586253947,0.0910224138226423,0.0070488708307128,0.0008453917823214,0.0049960669644472,0.0007473738545354,0.0026832555371290997,1
89,0.26863204155649456,0.6000000238418579,68.92943756449948,0.3635312560468263,0.1732704664925177,0.0689456198803531,0.12107269696529901,0.0093759967815762,0.001118043686952,0.0066527458167295,0.0008785950608539999,0.0035599628050872996,1
90,0.25083819244589123,0.6000000238418579,68.57806888544891,0.48140858306727274,0.23005450710300546,0.0914161655359098,0.1608596597047534,0.012457140281842301,0.0014812273826635,0.0088535059248819,0.0010523137859267,0.0047270455768844,1
91,0.23387997916766573,0.6000000238418579,68.11479747162024,0.6358704104585912,0.30492534940579813,0.1209478350345068,0.21339896659732938,0.0165258390664807,0.0019637795793748,0.0117722285126011,0.0012825667476749,0.0062795570145201,1
92,0.218068248459271,0.6000000238418579,67.50642672858616,0.8370408442982454,0.40324740288796396,0.1595615710562594,0.2825343963654538,0.0218797609311505,0.0026031942731697,0.015634815070404803,0.0015878299244661,0.008342679223531699,1
93,0.20504777559212273,0.6000000238418579,66.7116847265222,1.0969458385739161,0.5316824438451364,0.2097105409289534,0.37308609370968754,0.0288921797902958,0.0034477844474481,0.020732099849988,0.0019923274116001003,0.0110805835074312,1
94,0.2032848298549652,0.6000000238418579,65.68058436532507,1.429182086074561,0.6982853719201492,0.2742623728150797,0.49096317885706897,0.0380207010590007,0.0045590462305716995,0.0274339044057176,0.002527644449712,0.014707323198347699,0
95,0.2032848298549652,0.6000000238418579,64.35470394736842,1.8479693345265735,0.9124278210461815,0.3563826421810498,0.6431799656540247,0.049808527864784596,0.006013976452396999,0.0362026694094061,0.0032346610511169004,0.0194998586239333,1
96,0.2004238430942808,0.6000000238418579,62.66925761093911,2.3662319603005675,1.1844056271768573,0.4592543456527344,0.8376803466041018,0.0648708416729147,0.0079068409670736,0.04760358339984801,0.0041657659020829,0.025812939150783205,1
97,0.1876930828605379,0.6000000238418579,60.55791989164086,2.992321013931889,1.524528166118421,0.5855487092040762,1.0828296729876157,0.0838554553965908,0.010349532010262202,0.062305835137303,0.0053872280691673,0.0340949226434505,1
98,0.1750038691929408,0.6000000238418579,57.961382223942195,3.7252590057404538,1.9414778041150669,0.7365831499129255,1.3864030250257995,0.1073644767580137,0.013469181907189,0.0810669455513493,0.006981449737391,0.0449026391626754,1
99,0.1631725260189601,0.6000000238418579,54.840105134158925,4.548796762125903,2.4397914247936012,0.9111623008578429,1.7539142318111454,0.1358249282443237,0.0174012803588485,0.10468941230892001,0.0090486160766471,0.0589119296078831,1
100,0.1527811288833618,0.6000000238418579,51.19014705882352,5.425717234262127,3.016552059146027,1.104252450980392,2.1862437919246642,0.16930498782572198,0.0222763653608542,0.1339380172556273,0.0117070082909548,0.0769187588686786,1
101,0.15059711039066312,0.6000000238418579,47.05860939112487,6.295051518962849,3.657855472781218,1.305897429695562,2.6768012287151706,0.20729426428260408,0.028198883088134202,0.16940969870678502,0.015091006000467401,0.09982429307557691,0
102,0.15059711039066312,0.6000000238418579,42.55278702270381,7.075538570691434,4.336196626676987,1.5010110697239418,3.208898993808049,0.2485004651017476,0.035218649471507,0.21135909231085498,0.019345737295868796,0.12859673562064589,1
103,0.14932120697838916,0.6000000238418579,37.83644898090815,7.677687935371518,5.010367324561404,1.6707223539086684,3.7544586880804953,0.2907492118969295,0.043298533216226204,0.2595027392124609,0.024617555852521497,0.1642046218415406,1
104,0.1404438998017992,0.6000000238418579,33.10989776831785,8.023172729618164,5.629200770768834,1.795534055727554,4.27531362874097,0.3310847654234388,0.052285970681960704,0.31284965019107935,0.0310403316407254,0.20752179377096197,1
105,0.13094902251447946,0.6000000238418579,28.577243614551083,8.065464154411764,6.139281395123839,1.8596809291150669,4.727810403766771,0.3661266145027088,0.0618987633987596,0.369621886892092,0.0387187397959797,0.2592125293271088,1
106,0.12209605638469966,0.6000000238418579,24.411338364293087,7.803029057017543,6.494865599200206,1.8551957559339523,5.070162135577916,0.3926387091637637,0.07173455048394739,0.42732321094556197,0.04771114321808061,0.3196153210461813,1
107,0.11400019590343742,0.6000000238418579,20.72857617389061,7.27891511867905,6.6668366228070175,1.7839804445626934,5.270554695562436,0.4081572749371127,0.0813076690894281,0.48297522514351104,0.058015595269768704,0.3886498796681499,1
108,0.11156508326530448,0.6000000238418579,17.580851715686276,6.56725836880805,6.647652460655315,1.6570022453882869,5.313344701367389,0.4114709460058691,0.0901076776053757,0.5334845543891895,0.0695623854882204,0.46577047153154005,0
109,0.11156508326530448,0.6000000238418579,14.963639383384933,5.75335308630031,6.450924196981424,1.4910848410087714,5.201320949432404,0.4027956696658924,0.0976659841311111,0.576053891334494,0.0822150596721004,0.5499790830188981,1
110,0.11109090702874314,0.6000000238418579,12.833166440918472,4.915473627773478,6.1064561564757485,1.3047532693175956,4.953612132352942,0.3836128378160471,0.1036142323654377,0.6085362446787923,0.09578045635400509,0.6399004289215683,1
111,0.10508905031851357,0.6000000238418579,11.125069336945305,4.113678647445821,5.653038086945304,1.1146636855811403,4.600477215557276,0.356265701593137,0.1077212735423112,0.6296521260642413,0.1100247088452978,0.7338972200722393,1
112,0.09798438102006911,0.6000000238418579,9.769233343008256,3.38637266995614,5.131355698529411,0.9334872553050824,4.1769690886222905,0.32346878728876394,0.1099042699162309,0.6390436842911503,0.12469280860987449,0.8302079100554691,1
113,0.09136003255844109,0.6000000238418579,8.69924148606811,2.7524803276573784,4.57859471749226,0.7693112563693237,3.7172836445433437,0.287870322779605,0.11021652804316591,0.6371854340009027,0.13952795951851088,0.9270815595975231,1
114,0.0851835278528077,0.6000000238418579,7.857070272187823,2.216305832365841,4.02528214493034,0.6261235860503739,3.250837727360681,0.2517482711114872,0.1088194553623255,0.6251993638738388,0.15428814237454816,1.0228908164828427,1
115,0.08264944702386849,0.6000000238418579,7.194511738906089,1.7727736592169763,3.4941396171955623,0.5048172145091585,2.8002985922987613,0.2168580638464264,0.105947720396752,0.6046313350586942,0.1687583950109645,1.1162131949819398,0
116,0.08264944702386849,0.6000000238418579,6.672753402347781,1.4117988301406086,3.0003650670794633,0.40427458236584074,2.3812329076367384,0.18440518878192694,0.1018746775025795,0.5772343931404798,0.1827583380700139,1.2058788357036891,1
117,0.0825319641402789,0.6000000238418579,6.261135110294118,1.121395466492518,2.552724538828689,0.3222836823360097,2.0028205624355007,0.15510054612922441,0.09688312920254419,0.5447875497855388,0.19614526392382592,1.2909876685049018,1
118,0.07863430785281311,0.6000000238418579,5.9356969975490195,0.8896060391673115,2.154955656604747,0.2562010988091778,1.6690998089202784,0.1292568513065174,0.0912433988809335,0.5089633219652989,0.2088139124379191,1.3709025090299274,1
119,0.07331814297607961,0.6000000238418579,5.677805001934984,0.7055355372000772,1.8071630909765222,0.20337292996968478,1.380341323206914,0.1068950855424404,0.0851989468947527,0.47124358532475463,0.2206937146260638,1.445225748194014,1
120,0.06836138452802383,0.6000000238418579,5.472985761738906,0.5597858566740839,1.5070342935694014,0.16136636236011653,1.1343070840589522,0.0878419442663986,0.0789586079600422,0.43287697932791497,0.2317446253789342,1.513767636577657,1
121,0.06373973031129153,0.6000000238418579,5.309984439499484,0.44453126511706637,1.2508047721555722,0.1280713482710103,0.9272793412183948,0.07180949082192481,0.0726939085024427,0.39486795746258996,0.24195217514431716,1.5765091468330752,1
122,0.06122821569442739,0.6000000238418579,5.1800261222910216,0.3534071650864289,1.0339788925438593,0.10172279759457209,0.7548309206495096,0.0584548991137365,0.0665399415574202,0.3579873238357839,0.2513225719975487,1.6335655314757478,0
123,0.06122821569442739,0.6000000238418579,5.076247339396285,0.28131771941918193,0.8518335993937045,0.0808796608435723,0.6123601872903766,0.047421815161611196,0.06059842734636991,0.3227958359536245,0.2598778944143444,1.6851527226844683,0
